id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
101256,135385,Dance Dance Revolution 3rdMIX VER.KOREA,NULL,2000-04-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101335,43783,Moses Prince of Egypt,NULL,2000-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101350,46716,Code Blue,NULL,2000-12-07 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
101367,7845,Heroes Chronicles: Warlords of the Wasteland,"This story takes place before the foundation of the kingdom of Erathia. Once upon a time, the great barbarian King Jarg ruled over those lands. But then the Wizards of Bracaduun came and enslaved the barbarian people. Young Tarnum learns the long-lost history of his people from the last bards and decides to do anything to break the Wizards' rule. Becoming the new Barbarian King, he leads the clans against Bracaduun.  After the death of the woman he fell in love with, Yalla, and the murder of one of the bards by the wizards, Tarnum's noble intentions become a sinister quest for blood and revenge. Decided to destroy the Wizard-Kings at all costs, he enslaves the inhabitants of the Mudlands and orders villages of ""traitors"" to be burned to the ground, even causing the death of one of his long-lost sisters.  After months of campaign and terrible battles, his advisors express their hope to get back to their home, but Tarnum doesn't listen, obsessed by taking the fortress of Steelhorn. To avoid a rebellion, he has his advisors poisoned, including his old friend Hardac. Accusing the Wizards of his crime, he turns his army into a blood-thirsty Horde. Victory is at hand, but at a terrible cost: Tarnum is now known as the Barbarian Tyrant and has become everything he despised in the Wizards.  Some time later, survivors from Bracaduun flee to the north and found the kingdom of Erathia. During a campaign to conquer the young kingdom, Tarnum is defeated by its first king Rion Gryphonheart. Tarnum soon discovers that Paradise is closed to him. Because of his crimes against his own people, the Ancestors have cursed him to wander the world eternally until he make up for ""the tremendous wrongs he performed"".  It is also worth noting that Gavin Magnus, the future Immortal King of Bracada, was present at the battle of Steelhorn and ""killed"" by one of Tarnum's behemoths. He then discovered he was in fact immortal.",2000-09-27 00:00:00.000,4,NULL,NULL,NULL,50.6008,7
101430,73627,3-D Ultra Lionel Train Town Deluxe,NULL,2000-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101944,37511,Fire Pro Wrestling for WonderSwan,NULL,2000-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101947,93104,Ad Verbum,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102005,80213,Pokémon Play It!,NULL,2000-02-01 00:00:00.000,NULL,3,NULL,NULL,NULL,NULL
102198,43307,Soccer America International Cup,NULL,2000-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103038,57651,3D Recon,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103494,71880,Star Trek: Starship Creator Warp II,NULL,2000-06-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103558,64903,Addie no Okurimono: To Moze from Addie,NULL,2000-02-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103577,50291,The Settlers III: Gold Edition,NULL,2000-07-01 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
103612,193314,Rayman 2: The Great Escape,NULL,2000-02-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103816,44888,Power Spike: Pro Beach Volleyball,NULL,2000-12-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104109,43833,Space Debris,NULL,2000-02-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104271,21978,Gungriffon Blaze,NULL,2000-10-26 00:00:00.000,NULL,NULL,80.0000,1,NULL,NULL
104359,49901,Ultimate Paintball,NULL,2000-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104366,71565,Last Call!,NULL,2000-03-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
104375,49902,NBA Show Time: NBA on NBC,NULL,2000-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104450,50045,Konami GB Collection Vol. 2,NULL,2000-09-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104455,43782,UEFA Champions League Season 1999/2000,NULL,2000-04-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104477,85923,Galatea,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104594,45804,Super Runabout: San Francisco Edition,NULL,2000-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104624,47752,NFL Blitz 2001,NULL,2000-10-12 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
104642,122362,Show do Milhão Volume 3,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104786,79451,9:05,NULL,2000-01-03 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
104892,80674,beatmania featuring DREAMS COME TRUE,NULL,2000-05-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
104912,50294,Blue's Reading Time Activities,NULL,2000-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105081,73027,Mario Artist: Polygon Studio,NULL,2000-08-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105101,143128,Happy Salvage,NULL,2000-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105229,814,NHL 2001,NULL,2000-09-26 00:00:00.000,4,NULL,NULL,NULL,69.8971,7
105231,62543,Aqua Paradise: Boku no Suizokukan,NULL,2000-12-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105638,156,Star Wars: Episode I - Battle for Naboo,NULL,2000-12-18 00:00:00.000,3,NULL,50.0000,1,77.3770,8
105960,46084,Chaos Break,NULL,2000-01-27 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
106011,92674,beatmania complete MIX 2,NULL,2000-01-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106070,28090,Action Man: Operation Extreme,NULL,2000-06-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106073,49887,X-Men: Mutant Wars,NULL,2000-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106153,3367,Big Mountain 2000,NULL,2000-10-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106157,47694,Army Men: Air Combat,NULL,2000-08-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106347,63796,Wizardry Empire: Staff of Resurrection,NULL,2000-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106410,70777,Sorcerian Original,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
106443,97487,Spirou: The Robot Invasion,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107056,3259,Muppet RaceMania,NULL,2000-10-03 00:00:00.000,NULL,NULL,NULL,NULL,81.3395,6
107555,3345,Taz Express,NULL,2000-08-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107556,40807,Skyhammer,NULL,2000-05-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107720,60804,Advanced Daisenryaku: Europe no Arashi - Doitsu Dengeki Sakusen,NULL,2000-06-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107733,78703,Vietnam: Black Ops,NULL,2000-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
107763,58778,Tokusatsu Bouken Katsugeki Super Hero Retsuden,NULL,2000-07-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107790,92673,beatmania Club MIX,NULL,2000-03-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107869,44038,Bass Rush: ECOGEAR PowerWorm Championship,NULL,2000-05-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107914,186071,Sabrina The Animated Series: Magical Adventure,NULL,2000-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108488,39890,Knights of Valour 2,NULL,2000-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108489,37480,Super Robot Taisen Compact 2 Dai-1-Bu: Chijou Gekidou-hen,NULL,2000-04-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108508,37496,Rainbow Islands: Putty's Party,NULL,2000-07-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108642,75483,Metal Slug 1st Mission (Best Collection),NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108719,197568,Shuuchakueki,NULL,2000-12-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108911,71368,Arthur's Knights: Tales of Chivalry,NULL,2000-10-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109007,831,PGA Championship Golf 2000,NULL,2000-06-01 00:00:00.000,NULL,NULL,90.0000,1,NULL,NULL
109026,39623,Dead or Alive 2 Millennium,NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109029,61018,beatmania III: APPEND CORE REMIX,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109215,124960,Close Combat 5: Invasion: Normandy - Utah Beach to Cherbourg,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109361,43771,Motocross Mania,NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109444,4154,Smuggler's Run,NULL,2000-10-26 00:00:00.000,5,NULL,80.0000,1,69.6034,7
109974,74105,Jetfighter IV: Fortress America,NULL,2000-10-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110051,71694,Shin Megami Tensei: Devil Children - Black Book,NULL,2000-11-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110057,10758,The Adventures of Cookie & Cream,NULL,2000-12-07 00:00:00.000,1,NULL,30.0000,1,NULL,NULL
110128,850,Rising Sun,NULL,2000-12-06 00:00:00.000,NULL,NULL,40.0000,1,NULL,NULL
110234,60108,Fail-Safe,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110482,1861,BANG! Gunship Elite,NULL,2000-07-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110775,97735,Bygg Flygplan med Mulle Meck,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110892,129775,På ekspedition i Bibelen,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110971,19627,Star Trek: Klingon Academy,NULL,2000-06-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111134,24120,Martian Gothic: Unification,NULL,2000-05-04 00:00:00.000,2,NULL,80.0000,2,NULL,NULL
111273,9034,Battle Isle: The Andosia War,NULL,2000-11-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111373,37489,Senkaiden: TV Animation Senkaiden Houshin Engi Yori,NULL,2000-03-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111378,2290,Pokémon Stadium 2,NULL,2000-12-14 00:00:00.000,33,NULL,60.0000,1,76.4488,113
111420,79482,Sakura Taisen GB,NULL,2000-07-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111557,91927,Tokyo Majin Gakuen: Kenpuu Chou Emaki,NULL,2000-04-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111624,132079,Deus Ex: Special Limited Edition,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111815,37498,KISS Yori... Seaside Serenade,NULL,2000-01-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111844,44728,Love Hina 〜Ai wa Kotoba no Naka ni〜,NULL,2000-12-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111909,8839,NHL 2K,NULL,2000-02-09 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
111988,886,Superbike 2000,NULL,2000-03-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112078,51180,Freefall 3050 A.D.,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,70.0000,0
112122,855,Sammy Sosa High Heat Baseball 2001,NULL,2000-03-07 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
112125,45805,Planet Ring,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112209,71733,Rocky Mountain Trophy Hunter 3,NULL,2000-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
112600,115838,Michelin Rally Masters: Race of Champions,NULL,2000-07-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112672,45083,Action Man: Operation Extreme,NULL,2000-12-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112924,24126,Invictus: In The Shadow of Olympus,NULL,2000-01-31 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
113101,39809,1 On 1 Government,NULL,2000-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113216,67944,Star Wars: Racer Arcade,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113306,16616,Catz,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113377,50019,Asterix: Search for Dogmatix,NULL,2000-07-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113643,43747,Chris Kamara's Street Soccer,NULL,2000-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113849,72468,High Impact Paintball,NULL,2000-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
113939,50027,Lucky Luke: Desperado Train,NULL,2000-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113966,1818,Dragon Quest VII,"The game follows the Hero and his friends as they discover secrets about the mysterious islands surrounding their isolated home of Estard, the only land mass in the entire world. Through some ancient ruins, they are transported to the pasts of various islands that used to exist and must defeat evil in each new location.",2000-08-26 00:00:00.000,NULL,NULL,NULL,NULL,80.7198,11
114013,46362,Dead or Alive 2: Limited Edition,NULL,2000-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114087,125314,In the Line of Duty - Firefighter,NULL,2000-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
114137,57306,OH NO!,NULL,2000-11-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114190,60885,Go Go Golf,NULL,2000-09-21 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114248,44747,Knockout Kings 2001,NULL,2000-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114446,43911,Jeopardy! 2nd Edition,NULL,2000-10-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114738,4862,Inspector Gadget: Operation Madkactus,NULL,2000-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115059,37491,SD Gundam G Generation: Gather Beat,NULL,2000-08-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115273,56977,Yu-Gi-Oh! Monster Capsule GB,NULL,2000-04-13 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
115483,127640,102 Dalmatians: Activity Centre,NULL,2000-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115512,15611,Space Empires IV,NULL,2000-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115530,46368,Rainbow Cotton,NULL,2000-01-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115625,45835,Red Dog: Superior Firepower,NULL,2000-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115665,49874,Warlocked,NULL,2000-07-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115728,50042,Tintin: Prisoners of the Sun,NULL,2000-09-09 00:00:00.000,NULL,NULL,NULL,NULL,60.0000,0
115910,75500,Orge Battle Gaiden,NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116140,45015,Monster Rancher Battle Card: Episode II,NULL,2000-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116146,56866,Papyrus : Le Secret de la Cité Perdue,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116219,122191,Blade,NULL,2000-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116245,80604,Last Half of Darkness,NULL,2000-12-31 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
116361,45844,Test Drive V-Rally,NULL,2000-08-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116486,39624,Invasion - The Abductors,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116520,60112,Shrapnel,NULL,2000-02-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116534,80270,Densha de GO! 2 3000,NULL,2000-01-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116562,50032,Cool Bricks,NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116565,143247,Densha de GO!,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116709,47063,The Crystal Key,NULL,2000-04-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
116712,45859,Gundam Side Story 0079: Rise From the Ashes,NULL,2000-05-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116734,50064,Love Hina Pocket,NULL,2000-09-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116767,40684,Kabobber,NULL,2000-02-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116827,45863,Super Magnetic Neo,NULL,2000-02-03 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
116838,19007,Skies of Arcadia,"The game takes place in the fictional skies referred to as Arcadia, where six civilizations coexist on floating continents orbited by six moons of different colors. Thousands of years prior to the present time of the game, the civilizations, one of which existed for each moon, developed technologically to the point where each created a Gigas, a colossal living weapon of mass destruction, controlled by a Moon Crystal. Using the Gigas, the civilizations warred with one another, threatening the extinction of humanity. The most advanced, the Silver Civilization, used their Gigas to summon the Rains of Destruction, which pulled meteors from the orbiting moons and crashed them down onto the planet's surface. The catastrophic destruction stopped the rampage of the Gigas, as well as nearly destroyed the other five civilizations, thus ending the war. A seal was placed on the Silver Gigas to prevent it from being used again, and the Moon Crystals were hidden away, while each civilization worked on rebuilding itself.    Vyse and Aika are members of the Blue Rogues, a faction of Robin Hood-minded air pirates gathered together to resist the militant and tyrannical Valuan Empire. Led by Empress Teodora, the empire seeks the Moon Crystals to reawaken the Gigas and take over the world. Teodara directs the Valuan Armada, a fleet of warships led by admirals Galcian and Ramirez, to find them. Upon the Silver Civilization learning of this plan, they send Fina to find the Moon Crystals first. She is captured by the Armada, but saved by Vyse and Aika, who, with mutual enemies, agree to help her mission.",2000-10-05 00:00:00.000,12,NULL,90.0000,1,83.3320,27
116945,172535,Cyber Troopers Virtual-On: Oratorio Tangram - M.S.B.S. Ver. 5.66,NULL,2000-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117069,60114,Rameses,NULL,2000-11-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117400,80034,Aliens Versus Predator: Gold Edition,NULL,2000-03-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117435,37575,Lode Runner for WonderSwan,NULL,2000-05-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117444,44994,Army Men: World War,NULL,2000-05-29 00:00:00.000,NULL,NULL,NULL,NULL,73.4654,6
117710,44995,Alien Resurrection,NULL,2000-11-10 00:00:00.000,2,NULL,NULL,NULL,63.0937,5
117746,37471,Tokyo Majin Gakuen: Fuju Houroku,NULL,2000-10-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117838,94640,Heist,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117900,43746,Dancing Stage EuroMIX,NULL,2000-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117902,12409,Business Tycoon,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
117982,51184,Merlin Racing,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118003,50121,Bridge Builder,NULL,2000-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118159,9343,Spec Ops: Stealth Patrol,NULL,2000-01-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118383,897,The Operative: No One Lives Forever,NULL,2000-11-09 00:00:00.000,33,NULL,68.0000,1,83.8139,85
118423,91928,Golgo-13 2 - Kiseki no Dandou,NULL,2000-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118480,39477,Magical Truck Adventure,NULL,2000-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118558,44768,Micro Maniacs Racing,NULL,2000-04-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118646,37576,Langrisser Millennium WS: The Last Century,NULL,2000-04-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118651,139258,Orbiter 2016,NULL,2000-11-27 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
118734,37561,Ochan no Oekaki Logic,NULL,2000-02-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118820,131184,Family Game Pack,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118924,94520,Piposh 2,"The game starts from the point the last game left off: Piposh is swims towards the comical duo Katzale and Nahche (from Piposh 1, n the Intrigue of the Ratings), throws them to the see and takes their raft. After 7 days (which he thinks are 19 years) in which he only ate creamed apples (so he says), Piposh arrives to an island inhabited by fanatic gnomes, while he suffers from hallucinations and paranoia.",2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118929,43549,Aqua Aqua,NULL,2000-11-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118950,40719,Crazy Valet,NULL,2000-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118989,8346,Babylon 5: Into the Fire,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119150,66288,Blue Submarine No. 6: Time And Tide,NULL,2000-12-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119252,45018,Grind Session,NULL,2000-05-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119291,144563,NFL Blitz 2001,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119322,37501,Uzumaki: Noroi Simulation,NULL,2000-04-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119337,10092,Kessen,NULL,2000-03-04 00:00:00.000,2,NULL,NULL,NULL,50.7494,6
119363,39598,NFL Blitz 2000 Gold Edition,NULL,2000-01-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119594,130710,Marionette Company 2 Chu!,NULL,2000-05-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119767,44902,Sanvein,NULL,2000-03-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119843,50432,Dracula: The Last Sanctuary,NULL,2000-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120209,71670,Sorcerian: Shichisei Mahou no Shito,NULL,2000-04-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120329,50069,Supercross Freestyle,NULL,2000-02-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121098,5554,Eldorado Gate Volume 2,NULL,2000-12-12 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
121158,8136,Looney Tunes: Space Race,NULL,2000-11-17 00:00:00.000,1,NULL,NULL,NULL,78.5723,7
121265,6719,Cannon Spike,NULL,2000-11-14 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
121445,46375,Love Hina: Totsuzen no Engeji Happening,NULL,2000-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121486,4352,Max Steel: Covert Missions,NULL,2000-10-07 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
121493,45815,Maximum Pool,NULL,2000-09-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121525,46639,Vegas Games 2000,NULL,2000-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121529,46554,Sega Worldwide Soccer 2000: Euro Edition,NULL,2000-06-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121575,93306,Tux Racer,NULL,2000-02-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121588,186591,Hiryuu no Ken Retsuden GB,NULL,2000-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121685,53465,Pompei - The legend of Vesuvius,"Adrian Blake, trapped in a mountain cave, surrounded by a raging war, fears his exciting and adventurous life is almost at an end. The goddess Ishtar appears before him and offers to save him in exchange for his love. Rejecting her advances and safely returning home, Adrian discovers that his fiancée is missing. Realizing that Ishtar has cursed him, Adrian searches ancient scrolls to invoke the goddess to help him find Sophia. Instead, Ishtar challenges him to go back in history to Pompeii in the year 79 A.D. and win the love and trust of Sophia, as a complete stranger. Adrian must race against time - he is aware that Mount Vesuvius is destined to erupt in just 4 days. Overcoming numerous obstacles, Adrian must act quickly to save Sophia and himself before all is lost.",2000-01-01 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
121698,47679,Midway's Greatest Arcade Hits: Volume 1,NULL,2000-06-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121824,49982,Winnie the Pooh: Adventures in the 100 Acre Wood,NULL,2000-05-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121840,10141,Snake II,NULL,2000-09-01 00:00:00.000,7,NULL,NULL,NULL,80.1139,14
121847,138997,Kakurenbo Battle: Monster Tactics,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121896,24170,Championship Manager: Season 00/01,NULL,2000-12-31 00:00:00.000,NULL,NULL,90.0000,1,NULL,NULL
121967,98976,Gradius III and IV,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122056,9096,Kiss: Psycho Circus: The Nightmare Child,NULL,2000-07-14 00:00:00.000,1,NULL,90.0000,1,79.1293,5
122243,177623,Namco Museum,NULL,2000-07-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122542,147880,Pixeline - for fulde sejl,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123010,71630,Disney's Mickey Mouse Toddler,NULL,2000-07-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123030,62127,Ogami Ichiro Funtouki: Sakura Taisen Kayou Show - Benitokage Yori,NULL,2000-02-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123208,41,Deus Ex,NULL,2000-06-26 00:00:00.000,295,NULL,90.5000,3,88.1455,622
123412,83238,Moorhuhn 2: Die Jagd Geht Weiter,NULL,2000-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
123566,37484,Slither Link,NULL,2000-05-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123996,123687,Cabela's Big Game Hunter 4,NULL,2000-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
124119,50425,Thomas and Friends - Trouble on the Tracks,NULL,2000-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
